state,program,subsidy_type,agency,sub_year,company,city,county,street_address,zip,major_industry,industry,description,naics,jobs_data,wage_data,wage_data_type,investment_data,info_source,notes,subsidy,subsidy_adjusted,megadeal_contrib,subsidy_display,parent_name,unique_id,load_day,subsidy_level,cfda_program_num,face_loan,principal_place_state_code,principal_place_code,principal_place_cc,principal_place_zip,unique_transaction_id,duns,last_mod_date
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,Mercy Housing Se,Atlanta,Fulton,302 Decatur St.,,,,Thrive Sweet Auburn Residential,,,,,"$27,718,954 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,950000,950000,0,950000,,1013991,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2017,Mtamanika Youngblood,Atlanta,Fulton,102 Howell Street,,,,Hamilton Howell House,,,,,"$246,114 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,100000,100000,0,100000,,1014002,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,"Navmar, LLC",Atlanta,Fulton,395 Edgewood,,,,Be On Edgewood,,,,,"$4,320,944 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,1450000,1450000,0,1450000,,1013978,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2020,Oaksatl,Atlanta,Fulton,891 North Ave/551 Lindsay St.,,,,891 North/551 Lindsay,,,,,"$1,685,416 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,500000,500000,0,500000,,1013972,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2020,Oaksatl,Atlanta,Fulton,584 Lindsay St,,,,584 Lindsay St,,,,,"$1,251,720 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,500000,500000,0,500000,,1013976,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,Oaksatl,Atlanta,Fulton,557 Lindsay Ave,,,,557 Lindsay,,,,,"$1,426,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,534000,534000,0,534000,,1014038,20230209,local,,0,,,,,,,
FL,Tampa: Facade Improvement Grant Program,grant,City of Tampa Economic & Urban Development,2016,P&P Tampa Property LLC,Tampa,,4706 N. Lois,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,11575,11575,0,11575,,1014069,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2020,"Pennrose Holdings, LLC",Atlanta,Fulton,375 Gartrell St,,,,McAuley Park Phase I,,,,,"$45,490,786 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,4000000,4000000,0,4000000,,1013989,20230209,local,,0,,,,,,,
GA,DeKalb: Taxable Revenue Bond,tax credit/rebate,Decide DeKalb Developmetn Authority,2018,Perimeter Summit Office Building,Atlanta,,1001 Summit Blvd NE,30319,,,Part A on behalf of Northside Hospital,,1100,"$55,000 ",Average Annual Salary,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs created,8884794,8884794,0,8884794,,1014052,20230209,local,,0,,,,,,,
GA,DeKalb: Taxable Revenue Bond,tax credit/rebate,Decide DeKalb Developmetn Authority,2018,Perimeter Summit Office Building,Atlanta,,1001 Summit Blvd NE,30319,,,Part B on behalf of Northside Hospital,,,,,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs created,754868,754868,0,754868,,1014053,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2017,Place Properties,Atlanta,Fulton,0 Grant St,,,,King Memorial TOD,,,,,"$64,462,717 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,6000000,6000000,0,6000000,,1014003,20230209,local,,0,,,,,,,
FL,Tampa: Neighborhood Amenity Incentive Program,cost reimbursement,City of Tampa Economic & Urban Development,2020,Prestige Natural Nail Bar,Tampa,,209 N Meridian Ave,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,10000,10000,0,10000,,1014066,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2019,Prestwick & Andp,Atlanta,Fulton,1080 Estes Dr. SW,,,,Symphony at Lakewood,,,,,"$16,707,470 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,550000,550000,0,550000,,1013998,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2017,Prestwick Development Company,Atlanta,Fulton,55 Alabama St.,,,,The Avery at Underground,,,,,"$36,727,800 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,3600000,3600000,0,3600000,,1014004,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,Prince Hall Masons,Atlanta,Fulton,330/332/334 Auburn Ave,,,,Prince Hall Mason Bldg,,,,,"$10,155,801 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,1500000,1500000,0,1500000,,1013979,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2020,"Project Community Connections, Inc",Atlanta,Fulton,302 Decatur St.,,,,Thrive Sweet Auburn,,,,,"$1,898,517 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,715000,715000,0,715000,,1014015,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2022,Quest Cdc/Intrgral Group,Atlanta,Fulton,810/840 Joseph E. Boone,,,,The Simpson ,,,,,"$55,160,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,2000000,2000000,0,2000000,,1014040,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2018,"Quest Community Dev. Org., Inc.",Atlanta,Fulton,299 Joseph E. Lowrey,,,,Quest Non-Profit Center for Change,,,,,"$10,843,780 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,500000,500000,0,500000,,1014032,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,"Rainbow Umbrella, LLC",Atlanta,Fulton,552 Decatur St.,,,,King of Pops,,,,,"$345,681 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,200000,200000,0,200000,,1014018,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,Rbh Group,Atlanta,Fulton,98 Cone St,,,,Teachers Village Multifamily,,,,,"$44,297,686 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,4000000,4000000,0,4000000,,1013992,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2020,Rea Ventures Group,Atlanta,Fulton,890 Mayson Turner Rd.,,,,Abbington at Ashby Station,,,,,"$19,951,752 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,1994000,1994000,0,1994000,,1014008,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2020,Riddle Group,Atlanta,Fulton,0 Greenbriar Pkwy,,,,Briarwood Medical Office,,,,,"$10,464,818 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,1200000,1200000,0,1200000,,1014041,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,Riddle Property Group,Atlanta,Fulton,561 Thurmond,,,,Parkview Townhomes,,,,,"$20,605,378 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,2000000,2000000,0,2000000,,1014020,20230209,local,,0,,,,,,,
FL,Tampa: Neighborhood Amenity Incentive Program,cost reimbursement,City of Tampa Economic & Urban Development,2020,Robeks Juice Co.,Tampa,,1211 E Kennedy Blvd,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,10000,10000,0,10000,,1014067,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,Royal Family Properties,Atlanta,Fulton,75 Griffin,,,,Community Builders - 75 Griffin,,,,,"$89,598 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,36000,36000,0,36000,,1014022,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2022,"Sac Welch Holdings, LLC",Atlanta,Fulton,201 Joseph E. Lowery Blvd,,,,201 Joseph E. Lowery,,,,,"$3,625,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,660000,660000,0,660000,,1013981,20230209,local,,0,,,,,,,
FL,Tampa: Facade Improvement Grant Program,grant,City of Tampa Economic & Urban Development,2018,Sebco 5005 LLC,Tampa,,5005 N. Hesperides,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,50000,50000,0,50000,,1014082,20230209,local,,0,,,,,,,
GA,DeKalb: Tax Allocation Districts,tax increment financing,Decide DeKalb Developmetn Authority,2022,Soccer In The Streets,Decatur,,3350 Kensington Rd,30032,,,,,2,,,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs created,7500,7500,0,7500,,1014061,20230209,local,,0,,,,,,,
FL,Tampa: Facade Improvement Grant Program,grant,City of Tampa Economic & Urban Development,2017,Soliman Friedman Real Estate,Tampa,,4411 W. Tampa Bay Boulevard,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,46635,46635,0,46635,,1014076,20230209,local,,0,,,,,,,
FL,Tampa: Facade Improvement Grant Program,grant,City of Tampa Economic & Urban Development,2018,Soliman Friedman Real Estate,Tampa,,4756 N. Dale Mabry,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,13150,13150,0,13150,,1014085,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2022,"Stryant Investments, LLC",Atlanta,Fulton,277 Moreland Ave,,,,Ralph David House,,,,,"$5,565,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,556000,556000,0,556000,,1014026,20230209,local,,0,,,,,,,
GA,DeKalb: Taxable Revenue Bond,tax credit/rebate,Decide DeKalb Developmetn Authority,2020,Sugar Bowl Bakery,Tucker,,1912 Montreal Rd,30084,,,,,411,$17 ,Average Hourly Wage,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs created,2354797,2354797,0,2354797,,1014056,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2022,Sweet Auburn Works,Atlanta,Fulton,,,,,Sweet Auburn Hero Walk  - Construction,,,,,"$4,700,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,800000,800000,0,800000,,1014009,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,Sweet Auburn Works,Atlanta,Fulton,,,,,Sweet Auburn Hero Walk - Final Design,,,,,"$200,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,200000,200000,0,200000,,1014017,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2020,Talon Property Services,Atlanta,Fulton,730 Pryor St,,,,Talon Plumbing SBIG,,,,,"$38,422 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,20000,20000,0,20000,,1013977,20230209,local,,0,,,,,,,
FL,Tampa: Facade Improvement Grant Program,grant,City of Tampa Economic & Urban Development,2018,Thatcher Ave LLC,Tampa,,4706 N. Thatcher,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,39194,39194,0,39194,,1014084,20230209,local,,0,,,,,,,
FL,Tampa: Neighborhood Amenity Incentive Program,cost reimbursement,City of Tampa Economic & Urban Development,2011,The Garage,Tampa,,1120 E Kennedy Blvd,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,4056,4056,0,4056,,1014065,20230209,local,,0,,,,,,,
GA,DeKalb: Taxable Revenue Bond,tax credit/rebate,Decide DeKalb Developmetn Authority,2017,The Holbrook (Solmon-Decatur) Senior Care,Decatur,,1882 Clairmont Rd,30033,,,,,150,"$38,000 ",Average Annual Salary,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs created,4233449,4233449,0,4233449,,1014047,20230209,local,,0,,,,,,,
FL,Tampa: Neighborhood Amenity Incentive Program,cost reimbursement,City of Tampa Economic & Urban Development,2018,"The Modern Paws, LLC",Tampa,,1208 E Kennedy Blvd,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,3500,3500,0,3500,,1014068,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2022,The Theatrical Outfit,Atlanta,Fulton,84 Luckie St,,,,Balzer Theater,,,,,"$2,024,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,200000,200000,0,200000,,1014025,20230209,local,,0,,,,,,,
FL,Tampa: Facade Improvement Grant Program,grant,City of Tampa Economic & Urban Development,2019,Top Gun Real Holdings LLC,Tampa,,4725 N. Lois,,,,,,,,,,Direct from agency; not on web,Subsidy value is grant value. Year is year approved.,50000,50000,0,50000,,1014088,20230209,local,,0,,,,,,,
GA,DeKalb: Taxable Revenue Bond,tax credit/rebate,Decide DeKalb Developmetn Authority,2019,Trinity Development,Chamblee,,5544 Peachtree Industrial Boulevard,,,,Chamblee Plaza,,454,"$40,000 ",Average Annual Salary,,Direct from agency; not on web,Year is year award closed. Subsidy value is the total estimated ad valorem tax savings to the company for the incentive period (ranging from 10-15-20 years). Jobs are jobs created,1475613,1475613,0,1475613,,1014055,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,Urban Oasis Development,Atlanta,Fulton,,,,,NW Single-Family Scatter Site,,,,,"$19,686,704 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,2600000,2600000,0,2600000,,1013984,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2019,Vecino Bond Group & Gh Holdings,Atlanta,Fulton,2174/2176 Donald Lee Hollowell,,,,DLH Development,,,,,"$27,777,459 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,1000000,1000000,0,1000000,,1014001,20230209,local,,0,,,,,,,
GA,Fulton County: Bond Financing Program,loan or bond financing,Development Authority of Fulton County,2022,"Vlp 3, LLC",,Fulton,,,,,"Finance the development of a portion of the commercial life science research and development center, including approximately 364,967 square feet of lab and office space and supporting parking, retail and infrastructure improvements to be located on a site generally bounded by North Avenue on the north, Northside Drive NW on the west, Cameron Madison Alexander Boulevard NW on the south and Marietta Street NW/railroad tracks on the east in the City of Atlanta",,850,,,,Direct from agency; not on web,Year is year of award issuance. Subsidy is the amount of bond. Jobs are projected permanent jobs. The bonds are tied to property tax abatements.,0,0,0,0,,1013969,20230209,local,,148500000,,,,,,,
GA,Fulton County: Bond Financing Program,loan or bond financing,Development Authority of Fulton County,2022,"Vlp 3, LLC And Vlp 4, LLC",,Fulton,,,,,"Finance the development of an approximately 280-unit residential development, including affordable housing units, and supporting parking, retail and infrastructure improvements, which is part of a larger commercial life science research and development center to be located on a site generally bounded by North Avenue on the north, Northside Drive NW on the west, Cameron Madison Alexander Boulevard NW on the south and Marietta Street NW/railroad tracks on the east in the City of Atlanta",,6,,,,Direct from agency; not on web,Year is year of award issuance. Subsidy is the amount of bond. Jobs are projected permanent jobs. The bonds are tied to property tax abatements.,0,0,0,0,,1013970,20230209,local,,78600000,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2022,Westside Future Fund,Atlanta,Fulton,400 Paines Ave,,,,400 Paines,,,,,"$1,458,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,340000,340000,0,340000,,1014010,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2022,Westside Future Fund,Atlanta,Fulton,220 Sunset Ave,,,,220 Sunset,,,,,"$3,014,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,450000,450000,0,450000,,1014011,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2022,Westside Future Fund,Atlanta,Fulton,613 Echo St.,,,,613 Echo,,,,,"$1,484,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,325000,325000,0,325000,,1014012,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2021,Windsor Stevens,Atlanta,Fulton,703 Lindsay St,,,,The Proctor,,,,,"$44,567,495 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,3200000,3200000,0,3200000,,1014019,20230209,local,,0,,,,,,,
GA,Atlanta: Tax Allocation Districts,tax increment financing,Invest Atlanta,2017,"Ymca Of Metro Atlanta, Inc.",Atlanta,Fulton,569 MLK ,,,,YMCA Leadership & Learning Ctr,,,,,"$23,750,000 ",Direct from agency; not on web,Year is year of board approval. Subsidy value is TAD funding. Investment is project cost.,2500000,2500000,0,2500000,,1013994,20230209,local,,0,,,,,,,
